discovered_inc,discovered_agg
17954,17955
61900,61859
75715,75774
32835,32694
15410,15405
34580,34571
36451,36455
5681,5646
32537,32538
4867,4869
28430,28406
23985,23991
16252,16264
5443,5438
27333,27336
88672,88302
80172,80167
12084,12029
48538,48236
9963,9964
5763,5571
105752,105712
107616,107556
48112,48133
26387,26332
13258,13263
21555,21560
38963,39088
35917,35888
23952,23922
43164,43155
5467,5397
62108,62108
43085,42649
25500,25418
105783,105691
4369,4318
91812,91280
43597,43542
28319,27852
46730,46722
18447,18277
28805,28719
29232,29008
84319,84357
8982,8683
14503,14038
27003,26687
19990,19984
106384,106236
90293,89289
13073,13048
41737,42029
75925,75893
47626,47546
18627,18584
83702,83032
22778,22717
51871,51861
55179,55167
24628,24596
9349,9335
28668,28590
31104,31093
38890,38874
42718,42693
59627,59627
28661,29157
89751,89751
26318,26219
7214,7167
16346,16301
9593,9587
38838,38113
24425,24429
3250,3236
6013,5894
6257,6223
31823,31704
41133,40815
42367,42267
2712,2646
67869,67864
34288,34269
4719,4721
36848,36775
17958,17959
18153,17609
34342,33485
11958,11940
10105,10147
67110,67223
47887,47845
31160,31108
28716,28883
81366,81331
37673,37673
72773,72473
50551,50713
50761,50395
155492,155456
26579,26582
26693,26671
35254,35258
55273,55249
4372,4102
188534,188505
29750,29751
32296,32253
35853,35809
47447,46446
19524,19522
5335,3605
25811,26146
96578,96670
46411,45764
42086,41807
43544,43528
34390,34337
51631,51606
56008,55980
3923,4307
102960,102907
18762,19116
60930,60856
63570,63576
36855,35552
16163,16031
16997,16703
37125,37228
169425,169346
36462,36459
18975,19166
12378,11479
25793,24602
26879,26848
27448,27434
36601,36567
1394,1356
44679,44758
21636,21616
72505,72406
107227,106922
42724,42642
26938,26495
21761,21706
27328,27309
12114,11421
65498,65472
42741,42484
37737,36796
23352,23365
10047,10009
38710,38699
46005,45943
69161,69114
50522,50498
46789,46584
98628,98524
51125,51438
41107,41154
3957,4076
10180,10088
11770,11746
22377,22467
28521,28492
66252,66218
12188,12126
46548,46546
47207,47239
37569,37533
3869,2955
59622,59616
58141,57967
16650,16598
72326,72293
30309,30284
22998,22912
24877,24851
14312,14246
68898,68652
97292,96984
59719,59666
40736,40753
42605,42444
126939,126847
48637,48330
49105,49082
19635,19568
11685,11670
19467,19440
1879,1865
19605,19571
5125,5105
23196,23132
22029,22157
73134,73027
37470,37054
18732,18582
7103,7114
42955,42940
33831,33847
56837,56800
44140,44092
56782,56798
17639,17635
77813,77801
58658,58628
70837,70086
77086,77114
10427,10377
14626,13443
130163,130560
29139,29109
1622,1732
17514,17471
21464,21463
125226,125229
179314,179235
26737,26651
15538,15059
30882,30859
56660,56706
3673,3639
20203,20213
10251,9960
18132,17938
25425,25220
50862,50815
35755,35748
50872,50345
10941,10933
22993,22977
6524,6524
35686,35677
10998,11002
5570,5571
52613,52612
12856,12852
6603,6607
20246,20252
8872,8875
34042,34036
36075,36100
3891,3892
22747,22747
8139,8138
11304,11306
34047,34029
11018,11020
48057,48050
42193,42196
30116,30118
25782,25730
7370,7376
23064,23075
9290,9282
27359,27371
7862,7873
5334,5334
21147,21146
29656,29655
19784,19783
16078,16071
54550,54549
33777,33791
8027,8025
32137,32144
33726,33726
15764,15760
19014,19020
18817,18816
21224,21182
10094,10085
15532,15528
40648,40649
2181,2170
44163,44167
27315,27315
19117,19116
21809,21813
16219,16218
26412,26423
40847,40848
3307,3310
34856,34859
9247,9246
43512,43504
21747,21742
42932,42936
49206,49214
31458,31464
5634,5634
16928,16929
22463,22468
16604,16616
4915,4913
7975,7985
22672,22675
10091,10102
12336,12331
7443,7438
16994,16989
51003,51003
20495,20486
5734,5732
10927,10912
2988,2991
18459,18449
60812,60811
32774,32773
6876,6872
12944,12946
24780,24780
25394,25392
73067,73069
10247,10257
14127,14138
30041,30040
43209,43209
38136,38135
22806,22810
64265,64237
10941,10946
26588,26564
23379,23379
5012,5013
2624,2628
52933,52927
32756,32750
42881,42868
31023,31019
